LOCATION ACCOUNT #,names,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,zip,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000077812-0001-2,HASENBERG CONSTRUCTION INC,,6466 W 82ND STREET,LOS ANGELES,90045-2884,93544,6466 82ND 90045-2884,,,,233210,Single Family Housing Construction (1997 NAICS),11,5/26/1993,,"(33.9645, -118.4019)"
0000475074-0001-5,CHOON K SON,,6701 WARING AVENUE #2,LOS ANGELES,90038-3435,93550,6701 WARING 90038-3435,,,,721310,Rooming & boarding houses,4,11/3/1984,,"(34.0852, -118.3374)"
0002723276-0001-0,ESTER BEN DAVID,BEN DAVID DAYCARE,23308 DOLOROSA STREET,WOODLAND HILLS,91367-4122,93551,23308 DOLOROSA 91367-4122,,,,624410,Child day care services,3,12/24/2012,,"(34.17, -118.634)"
0002645457-0001-5,DANIEL STEVEN BALGOYEN,RANDOM DANDOM,1355 N MCCADDEN PLACE,LOS ANGELES,90028-7709,93552,1355 MCCADDEN 90028-7709,12316 PACIFIC AVENUE #4,LOS ANGELES,90066-4480,711510,"Independent artists, writers, & performers",4,1/1/2011,,"(34.0953, -118.3374)"
0002988592-0001-9,TANIA LIZZETH SAJCHE SARMIENTO,SAJCHE SARMIENTO FAMILY CHILD CARE,1716 W 67TH STREET,LOS ANGELES,90047-1919,93553,1716 67TH 90047-1919,,,,624410,Child day care services,8,5/26/2017,,"(33.9783, -118.3074)"
0002579845-0001-8,GABRIEL AGUIRRE,,6021 MIRAMONTE BLVD,LOS ANGELES,90001-1327,93560,6021 MIRAMONTE 90001-1327,,,,238990,All other specialty trade contractors,0,1/1/2010,,"(33.9854, -118.2453)"
0002598915-0001-1,CORNELL KIRKLAND JR,KIRKS PROPERTY MANAGEMENT,5527 OVERDALE DRIVE,LOS ANGELES,90043-2044,93563,5527 OVERDALE 90043-2044,POST OFFICE BOX #432084,LOS ANGELES,90043-8684,531100,Lessors of real estate (including mini warehouses & self-storage units),0,8/5/2011,,"(33.9914, -118.3529)"
0002161237-0001-8,JAIME & SHOSHANA MILSTEIN,,2592 WELLESLEY AVENUE,LOS ANGELES,90064-2738,93591,2592 WELLESLEY 90064-2738,3555 INGLEWOOD BLVD,LOS ANGELES,90066-2815,,,11,3/16/1992,,"(34.0239, -118.4482)"
0000149824-0037-7,THRIFTY PAYLESS INC,RITE AID #5549,12739 VAN NUYS BLVD,PACOIMA,91331-1627,90001,12739 VAN NUYS 91331-1627,POST OFFICE BOX #3165,HARRISBURG,17105-3165,446110,Pharmacies & drug stores,7,3/1/1984,,"(34.2746, -118.4103)"
0002485310-0001-5,TV FIFE PRODUCTIONS I NC,,1888 CENTURY PARKS  E FLOOR #9TH,LOS ANGELES,90067-1702,90002,1888 CENTURY 90067-1735,,,,711510,"Independent artists, writers, & performers",5,5/22/2009,,"(34.0612, -118.4144)"
0003007537-0001-7,EFRAIN GARCIA HERNANDEZ,VENDING MACHINES SERVICES,1570 W CERRITOS AVENUE,ANAHEIM,92802-2152,90003,1570 CERRITOS 92802-2152,,,,454210,Vending machine operators,0,9/18/2017,,"(33.8103, -117.9358)"
0000273962-0001-1,RAV TOV COMMITTEE TO AID NEW IMMIGRANTS INC,,1061 S FAIRFAX AVENUE,LOS ANGELES,90019-4402,90004,1061 FAIRFAX 90019-4402,444 N FORMOSA AVENUE,LOS ANGELES,90036-2525,453310,Used merchandise stores,10,1/1/2001,,"(34.0567, -118.3644)"
0000970857-0001-8,STEPHEN D LEVINE DDS,,11645 WILSHIRE BLVD SUITE #1001,LOS ANGELES,90025-6808,90005,11645 WILSHIRE 90025-6808,11645 WILSHIRE BLVD SUITE #1001,LOS ANGELES,90025-6808,621111,Offices of physicians (except mental health specialists),11,9/1/1971,,"(34.0499, -118.4602)"
0002551336-0001-7,DARYA TAL WASHINGTON LLC,,3600 W WASHINGTON BLVD,LOS ANGELES,90018-1157,90006,3600 WASHINGTON 90018-1157,717 E 9TH STREET,LOS ANGELES,90021-1816,532290,Other consumer goods rental,10,2/1/2010,,"(34.0398, -118.3236)"
0000496666-0001-0,ARMINTA APARTMENTS LLC,,11120 ARMINTA STREET,SUN VALLEY,91352-5226,90007,11120 ARMINTA 91352-5226,6320 VAN NUYS BLVD #504,VAN NUYS,91401-2692,,,6,1/1/2000,,"(34.2138, -118.3735)"
0002667598-0001-0,"THE ANDALUCIA PROJECT, LLC",,4235 FULTON AVENUE,SHERMAN OAKS,91423-3906,90008,4235 FULTON 91423-3906,1607 VERDUGO BLVD,LA CANADA,91011-3012,531100,Lessors of real estate (including mini warehouses & self-storage units),2,3/1/2013,,"(34.1475, -118.4225)"
0000722445-0001-4,HOLLYWOOD WAX MUSEUM INC,,6767 HOLLYWOOD BLVD,LOS ANGELES,90028-4623,90010,6767 HOLLYWOOD 90028-4623,,,,512100,Motion picture & video industries (except video rental),13,5/1/1966,,"(34.1015, -118.3377)"
0003007156-0001-7,VITTORIA FOOD & BEVERAGE CORPORATION,,3121 S LA CIENEGA BLVD,LOS ANGELES,90016-3110,90011,3121 LA CIENEGA 90016-3110,11661   SAN VICENTE BLVD   SUITE #220,LOS ANGELES,90049-5110,424400,Grocery & related products,10,2/1/2017,,"(34.0298, -118.3721)"
0003008493-0001-0,FAIR OPPORTUNITY FOR CHANGE INC,,7801   CRENSHAW BLVD   SUITE #C,LOS ANGELES,90043-4916,90012,7801 CRENSHAW 90043-4916,,,,812990,All other personal services,8,6/15/2017,,"(33.969, -118.3312)"
0002236411-0001-2,KHOREN YANIKYAN,NEW DOWNTOWN CAFE AND MINI MARKET,241 E 7TH STREET,LOS ANGELES,90014-2101,90013,241 7TH 90014-2101,,,,,,14,3/30/2007,,"(34.0429, -118.2499)"
0002238207-0001-4,LA METRO FOOD CENTER LLC,,1320 NEWTON STREET,LOS ANGELES,90021-2724,90014,1320 NEWTON 90021-2724,1320 NEWTON STREET,LOS ANGELES,90021-2724,532290,Other consumer goods rental,14,12/1/2006,,"(34.0276, -118.2466)"
0002711656-0001-4,MARTHA G ARIAS,,17359 MARYGOLD AVENUE,BLOOMINGTON,92316-1909,90015,17359 MARYGOLD 92316-1909,,,,541320,Landscape architecture services,0,7/15/2013,,"(34.074, -117.4256)"
0002453152-0001-9,OC MODELING LLC,OC MODELING,22024 LASSEN STREET UNIT #114,CHATSWORTH,91311-8328,90016,22024 LASSEN 91311-8328,,,,999999,Unclassified establishments (unable to classify),12,3/1/2009,,"(34.2499, -118.6065)"
0000841112-0001-6,ERIC T FISHBURN INC,,5822   WASHINGTON BLVD,CULVER CITY,90232-7338,90017,5822 WASHINGTON 90232-7338,POST OFFICE BOX #6090,MALIBU,90264-6090,233210,Single Family Housing Construction (1997 NAICS),0,1/1/2011,,"(34.0333, -118.3718)"
0002506021-0001-1,JOSEPHINE M ALVARADO,,1121 W 22ND STREET,LOS ANGELES,90007-1861,90018,1121 22ND 90007-1861,,,,541100,Legal services,1,1/1/2007,,"(34.0358, -118.2831)"
0003007778-0001-2,CARLOS MARTINEZ,CMA PAINTING & HOME SERVICE,7636   OWENSMOUTH AVENUE   #13,CANOGA PARK,91304-4878,90019,7636 OWENSMOUTH 91304-4878,,,,561790,Other services to buildings & dwellings,3,9/1/2017,,"(34.2093, -118.6009)"
0002966997-0001-7,AVS PRODUCTS LLC,ADVANCED VITA SUPPLEMENTS,801 S FIGUEROA STREET   SUITE #2170,LOS ANGELES,90017-5566,90020,801 FIGUEROA 90017-5566,801 S FIGUEROA STREET   BUILDING #2170,LOS ANGELES,90017-5566,424210,Drugs & druggists' sundries,14,10/27/2016,,"(34.0478, -118.2619)"
0003008224-0001-2,RAFIL A JACOB,LUXURY MOBILE DETAILING,842   FISCHER STREET   #1,GLENDALE,91205-3808,90021,842 FISCHER 91205-3808,,,,811190,Other automotive repair & maintenance (including oil change & lubrication shops & car washes),0,9/20/2017,,"(34.1358, -118.2355)"
0000894950-0001-1,VLADISLAV VIKSMAN DDS PC,CABOT DENTAL CLINIC,19234 VANOWEN STREET,RESEDA,91335-5000,90022,19234 VANOWEN 91335-5000,,,,621111,Offices of physicians (except mental health specialists),3,1/1/1992,,"(34.1938, -118.5524)"
0000820653-0001-6,ROBERT P MARTIN INC,BOB MARTIN CO,2209 SEAMAN AVENUE,S EL MONTE,91733-2630,90023,2209 SEAMAN 91733,,,,424990,Other miscellaneous nondurable goods,0,10/8/1985,,"(34.0534, -118.0527)"
0002002407-0001-7,REAL ESTATE CONSULTING & SERVICES INC,,18345   PASADENA STREET,LAKE ELSINORE,92530-2766,90024,18345 PASADENA 92530-2766,,,,541990,"All other professional, scientific, & technical services",0,2/1/2005,,"(33.6875, -117.3442)"
0002410613-0001-2,FUTURE ROOTS INC,,4519 SANTA MONICA BLVD,LOS ANGELES,90029-1906,90025,4519 SANTA MONICA 90029-1906,,,,711300,"Promoters of performing arts, sports, & similar events",13,1/8/2008,,"(34.0908, -118.287)"
0000806446-0001-1,ANA MARIA CHAVEZ,,8955 ORION AVENUE APARTMENT #104,NORTH HILLS,91343-4370,90026,8955 ORION 91343-4370,8955 ORION AVENUE APARTMENT #104,NORTH HILLS,91343-4370,,,7,8/10/1990,,"(34.2329, -118.4719)"
0002044559-0001-2,DANIEL TEBOUL,,522 N HILLCREST ROAD,BEVERLY HILLS,90210-3541,90027,522 HILLCREST 90210-3541,522 N HILLCREST ROAD,BEVERLY HILLS,90210-3541,,,0,1/1/2002,,"(34.0802, -118.3956)"
0000483448-0001-7,ALL-N-ONE LEGAL SUPPORT INC,,1545 WILSHIRE BLVD #715,LOS ANGELES,90017-4508,90028,1545 WILSHIRE 90017-4508,,,,541100,Legal services,1,4/2/2001,,"(34.0551, -118.2696)"
0002318847-0001-1,JOHN J CRICKETT,,1732 SILVER LAKE BLVD,LOS ANGELES,90026-1222,90029,1732 SILVER LAKE 90026-1222,5526 N FIGUEROA STREET,LOS ANGELES,90042-4120,531100,Lessors of real estate (including mini warehouses & self-storage units),13,1/1/2007,,"(34.0898, -118.2679)"
0000160715-0001-6,WILLIAM LOREN EBARB III,,7402 BEVERLY BLVD,LOS ANGELES,90036-2725,90031,7402 BEVERLY 90036-2725,1838 N WILTON PLACE #6,LOS ANGELES,90028-5775,812111,Barber shops,5,1/1/2000,,"(34.0761, -118.3511)"
0002559125-0001-1,UNNI GARCIA DE PRESNO,UNNI'S HEALING YOGA & MUSIC,814 ANGELUS PLACE,VENICE,90291-4921,90032,814 ANGELUS 90291-4921,,,,541990,"All other professional, scientific, & technical services",11,1/1/2011,,"(33.9903, -118.4543)"
0002232856-0001-3,PATRIMOINE INC,,1420 MEADOWBROOK AVENUE,LOS ANGELES,90019-4157,90033,1420 MEADOWBROOK 90019-4157,POST OFFICE BOX #19103,LOS ANGELES,90019-0103,,,10,11/1/2006,,"(34.0474, -118.3506)"
0002055963-0001-5,JOSE L JOYA,,5319 INGLEWOOD BLVD #6,CULVER CITY,90230-5957,90034,5319 INGLEWOOD 90230-5957,,,,,,11,1/1/2000,,"(33.9871, -118.409)"
0002633436-0001-2,RANELL FACON,FURNISH LOS ANGELES,16866   KINGSBURY STREET   UNIT #315,GRANADA HILLS,91344-6459,90035,16866 KINGSBURY 91344-6459,16866   KINGSBURY STREET   UNIT #315,GRANADA HILLS,91344-6459,452000,General merchandise stores,12,1/1/2012,,"(34.2628, -118.5006)"
0002534947-0001-3,SYMTRAX CORPORATION,,5777 W CENTURY BLVD #1745,LOS ANGELES,90045-5698,90036,5777 CENTURY 90045-5698,,,,541510,Computer systems design & related services,11,2/5/1997,,"(33.9455, -118.3824)"
0003008569-0001-4,"CALIFORNIA PAIN CENTER, PC",,16661   VENTURA BLVD   SUITE #707,ENCINO,91436-4825,90037,16661 VENTURA 91436-4825,1403   GREENFIELD AVENUE   #203,LOS ANGELES,90025-3484,621111,Offices of physicians (except mental health specialists),5,9/1/2017,,"(34.1587, -118.4963)"
0002292742-0001-1,REV INDUSTRIES LLC,,720 JESSIE STREET,SAN FERNANDO,91340-2235,90038,720 JESSIE 91340-2235,,,,441300,"Automotive parts, accessories, & tire stores",0,11/14/2007,,"(34.2869, -118.428)"
0002760160-0001-4,LARS JANGAARD,,24101 ARCHWOOD STREET,WEST HILLS,91307-2902,90039,24101 ARCHWOOD 91307-2902,,,,541330,Engineering services,12,4/1/2014,,"(34.1922, -118.6504)"
0002022880-0001-0,LAURA ARNOLD VALADEZ,,1061 GAYLEY AVENUE,LOS ANGELES,90024-3401,90040,1061 GAYLEY 90024-3401,,,,,,5,1/1/2005,,"(34.0614, -118.4475)"
0002485240-0001-8,USAMA KAMEL,,12422 PACIFIC AVENUE #1,LOS ANGELES,90066-4455,90041,12422 PACIFIC 90066-4455,,,,561790,Other services to buildings & dwellings,11,7/1/2008,,"(34.0025, -118.4331)"
0002643492-0001-2,ALEXANDER AND ANNA MERZEL,,7855 BURNET AVENUE,VAN NUYS,91405-1010,90042,7855 BURNET 91405-1010,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),6,9/20/2010,,"(34.2131, -118.4629)"
0002846025-0001-1,TZADDI R. D. JOHNSON,VALIFORNIA / ALL VALLEY MAINTENANCE / VALIFORNIA DEVELOPMENT,12474 PIERCE STREET,PACOIMA,91331-1502,90043,12474 PIERCE 91331-1502,,,,561720,Janitorial services,7,1/17/2012,,"(34.2736, -118.4044)"
0002706689-0001-9,VICTOR XIAN XI,NAILNATION,7380 MELROSE AVENUE,LOS ANGELES,90046-7527,90044,7380 MELROSE 90046-7527,,,,812113,Nail salons,5,10/9/2013,,"(34.0835, -118.3506)"
0003009129-0001-4,ERIKA LEVONIAN,,5358   LOUISE AVENUE,ENCINO,91316-2537,90045,5358 LOUISE 91316-2537,,,,621330,Offices of mental health practitioners (except physicians),5,10/1/2017,,"(34.1686, -118.5093)"
0002998783-0001-2,TIMOTHY CAMPBELL,,14619   MOORPARK STREET,SHERMAN OAKS,91403-2813,90046,14619 MOORPARK 91403-2813,,,,,,4,11/15/2014,,"(34.1526, -118.4517)"
0002080828-0002-6,RENE B PINEDA,MALIBU FINISHING,1213   LATIGO CANYON ROAD,MALIBU,90265-2720,90047,1213 LATIGO CANYON 90265-2720,,,,321000,Wood product mfg.,0,9/15/2017,,"(34.0853, -118.8007)"
0000417709-0001-6,MATTHEW WEINHOLD,,11100 ACAMA STREET UNIT #3,STUDIO CITY,91602-3071,90048,11100 ACAMA 91602-3071,,,,711510,"Independent artists, writers, & performers",2,1/1/2000,,"(34.1461, -118.3716)"
0003008830-0001-7,RHPARK INC,,5353   WILSHIRE BLVD   UNIT #406,LOS ANGELES,90036-4289,90049,5353 WILSHIRE 90036,POST OFFICE BOX #70157,LOS ANGELES,90070-0157,541600,"Management, scientific, & technical consulting services",4,9/8/2017,,"(34.0626, -118.3454)"
0000003910-0001-8,SANTA MONICA HEATING & AIR CONDITIONING INC,,3728 CROSS CREEK ROAD,MALIBU,90265-4931,90056,3728 CROSS CREEK 90265-4931,POST OFFICE BOX #2664,MALIBU,90265-7664,,,0,1/3/1989,,"(34.0382, -118.6852)"
0002922914-0001-0,FENTON,,777 S FIGUEROA STREET   SUITE #2555,LOS ANGELES,90017-5800,90057,777 FIGUEROA 90017-5800,630   9TH AVENUE   #910,NEW YORK,10036-3708,541800,Advertising & related services,14,1/1/2008,,"(34.0484, -118.2614)"
0000074445-0001-2,DAVID / ESTHER  WEISWASSER TRUST DATED MARCH 2005,,4646 LOS FELIZ BLVD,LOS ANGELES,90027-2063,90058,4646 LOS FELIZ 90027-2063,22231 MULHOLLAND HIGHWAY UNIT #101,CALABASAS,91302-5176,531100,Lessors of real estate (including mini warehouses & self-storage units),4,9/1/2001,,"(34.1113, -118.2904)"
0003007515-0001-1,KRISTIN HERNANDEZ / HILBERTO HERNANDEZ,SWEETBEETLEAPPAREL,18101   ROSCOE BLVD   #310,NORTHRIDGE,91325-4241,90059,18101 ROSCOE 91325-4241,,,,448140,Family clothing stores,12,9/18/2017,,"(34.2212, -118.5279)"
0002704590-0001-9,GUILLERMO MARTINEZ,,626 W 47TH STREET,LOS ANGELES,90037-3122,90061,626 47TH 90037-3122,,,,812990,All other personal services,9,1/1/2012,,"(34.0006, -118.2845)"
0000315215-0001-1,ARUTYUN H DZHERMAKYAN,YEREVAN STUDIO,5200 LAUREL CANYON BLVD #A,VALLEY VILLAGE,91607-2710,90062,5200 LAUREL CANYON 91607-2710,,,,,,2,4/7/1996,,"(34.1648, -118.3965)"
0003007512-0001-7,JASMINE JEANETT REYES-ROJAS,JAZZY REYNBOW NAILS / THE BABE CAVE,7222   OWENSMOUTH AVENUE   SUITE #101,CANOGA PARK,91303-1554,90063,7222 OWENSMOUTH 91303-1554,13606   SAYRE STREET,SYLMAR,91342-3106,812112,Beauty salons,3,9/1/2017,,"(34.2017, -118.6012)"
0003008451-0001-6,MIREYA CARBALLO,DIVINE PARTY RENTAL & SUPPLY,111 W JEFFERSON BLVD,LOS ANGELES,90007-4122,90064,111 JEFFERSON 90007-4122,,,,711300,"Promoters of performing arts, sports, & similar events",9,9/21/2017,,"(34.0189, -118.2729)"
0002395832-0001-3,IBN INTERTELECOM INC,,10226 BLAKE LANE,OAKTON,22124-2633,90065,10226 BLAKE 22124-2633,,,,517000,Telecommunications,0,12/1/2005,,"(38.8769, -77.2992)"
0000955444-0001-1,DENNIS/STEPHEN ROACH & PATRICIA FINKEL,,11461 HART STREET,N HOLLYWOOD,91605-6261,90066,11461 HART 91605,9200 W SUNSET BLVD #525,LOS ANGELES,90069-3507,531100,Lessors of real estate (including mini warehouses & self-storage units),2,1/1/1999,,"(34.1975, -118.3807)"
0002365112-0001-0,CYNTHIA L WILLIAMS,HAVEN AND COMPANY,11965 SAN VICENTE BLVD,LOS ANGELES,90049-5003,90067,11965 SAN VICENTE 90049-5003,,,,453220,"Gift, novelty, & souvenir stores",11,8/4/2008,,"(34.0524, -118.4718)"
0000805747-0001-2,AIDS HEALTHCARE FOUNDATION INC,OUT OF THE CLOSET THRIFT STORE/ATWATER,3160 GLENDALE BLVD,LOS ANGELES,90039-1830,90068,3160 GLENDALE 90039-1830,6255 W SUNSET BLVD #16FL,LOS ANGELES,90028-7403,621111,Offices of physicians (except mental health specialists),13,10/1/1990,,"(34.117, -118.2617)"
0002234900-0001-1,YASMIN VILLANUEVA / CARLOS VILLANUEVA,VILLANUEVA CONSTRUCTION AND H R,11660   CHURCH STREET   APARTMENT #745,RANCHO CUCAMONGA,91730-8962,90069,11660 CHURCH 91730-8962,,,,,,0,3/22/2007,,"(34.1115, -117.5519)"
0000882697-0001-1,TTADA LLC,GROSH BROS,4122 W SUNSET BLVD,LOS ANGELES,90029-2108,90071,4122 SUNSET 90029-2108,4114 W SUNSET BLVD,LOS ANGELES,90029-2108,531100,Lessors of real estate (including mini warehouses & self-storage units),13,1/1/1970,,"(34.0932, -118.2812)"
0003008381-0001-9,EVA CORNEJO OROZCO,,9340   SOMERSET BLVD   #B,BELLFLOWER,90706-3429,90073,9340 SOMERSET 90706-3429,,,,452000,General merchandise stores,0,9/21/2017,,"(33.896, -118.1353)"
0002005417-0001-2,JESUS CASTRO,SOLAR GLASS TINT,3219 1/2 GRANADA STREET,LOS ANGELES,90065-1701,90077,3219 GRANADA 90065-1701,,,,,,1,6/1/2001,,"(34.096, -118.2285)"
0002898578-0001-0,"CERTIFIED POOL CONSTRUCTION, INC",,10122   LEV AVENUE,ARLETA,91331-4528,90079,10122 LEV 91331-4528,,,,,,6,7/9/2015,,"(34.2542, -118.4371)"
0000078172-0001-4,HENRY BAGHDASSARIAN,TRANSWEST INSURANCE,5816 LANKERSHIM BLVD SUITE #2,N HOLLYWOOD,91601-1631,90089,5816 LANKERSHIM 91601-1631,,,,524210,Insurance agencies & brokerages,4,8/3/1993,,"(34.1761, -118.3814)"
0000806185-0001-6,JOE I TOCHIHARA TRUST,JANE TOCHIHARA,1626 GRANVILLE AVENUE,LOS ANGELES,90025-7330,90090,1626 GRANVILLE 90025-7330,4586 EVEREST CIRCLE,CYPRESS,90630-2659,531100,Lessors of real estate (including mini warehouses & self-storage units),11,9/1/1966,,"(34.0411, -118.4566)"
0002740471-0001-4,DEVIN MCNICHOL,,2814 WESTWOOD BLVD,LOS ANGELES,90064-4115,90094,2814 WESTWOOD 90064-4115,,,,711510,"Independent artists, writers, & performers",5,1/15/2012,,"(34.033, -118.4228)"
0002270364-0001-8,AILEEN L SCIBETTA TRUST,,3790 MAY STREET,LOS ANGELES,90066-3600,90095,3790 MAY 90066-3600,2314 GRAND CANAL,VENICE,90291-4506,531100,Lessors of real estate (including mini warehouses & self-storage units),11,3/28/2005,,"(34.0014, -118.4391)"
0000212983-0001-7,KEY TOY LLC,KEYES TOYOTA,5855 VAN NUYS BLVD,VAN NUYS,91401-4219,90201,5855 VAN NUYS 91401-4219,,,,441110,New car dealers,4,9/1/1976,,"(34.1766, -118.4487)"
0002391830-0001-5,MISSED CALL PRODUCTIONS LLC,,10390 SANTA MONICA BLVD SUITE #250,LOS ANGELES,90025-5091,90210,10390 SANTA MONICA 90025-5091,,,,512100,Motion picture & video industries (except video rental),5,1/1/2004,,"(34.0575, -118.4237)"
0002595208-0001-1,BUDDING FLOWER INC,,6320 CANOGA AVENUE SUITE #1500,WOODLAND HILLS,91367-2563,90211,6320 CANOGA 91367-2563,,,,711510,"Independent artists, writers, & performers",3,7/3/1997,,"(34.1855, -118.5973)"
0002285553-0001-9,WESTERN STATES RECLAMATION INC,,3756 IMPERIAL STREET,FREDERICK,80516-9445,90212,3756 IMPERIAL 80516-9445,,,,541320,Landscape architecture services,0,10/29/2007,,"(40.0855, -104.9873)"
0002413222-0001-1,XAVIER CASTELO,,873 N WEST KNOLL DRIVE UNIT #3,WEST HOLLYWOOD,90069-4713,90220,873 WEST KNOLL 90069-4713,,,,812190,Other personal care services (including diet & weight reducing centers),0,1/1/2008,,"(0, 0)"
0002590717-0001-5,THYSSENKRUPP INDUSTRIAL SERVICES NA INC,,1502 GAGE ROAD,MONTEBELLO,90640-6614,90221,1502 GAGE 90640-6614,,,,484110,"General freight trucking, local",0,1/1/2008,,"(33.9818, -118.122)"
0000410953-0001-2,GURDEEP SINGH SANDHU,,13659 VICTORY BLVD APARTMENT #196,VAN NUYS,91401-1735,90222,13659 VICTORY 91401-1735,,,,,,2,12/1/1996,,"(34.1866, -118.4307)"
0002377224-0001-1,PAMELA FONG MENDOZA,PAMELA FONG PHOTOGRAPHS,23801 CALABASAS ROAD #2026,CALABASAS,91302-1664,90230,23801 CALABASAS 91302-1664,POST OFFICE BOX #1687,PACIFIC PALISADES,90272-1687,541920,Photographic services,0,8/1/2008,,"(34.155, -118.6453)"
0002681287-0001-6,LORENA MARTINEZ,,3225 W 36TH STREET,LOS ANGELES,90018-3609,90232,3225 36TH 90018-3609,,,,812990,All other personal services,10,1/15/2008,,"(34.0231, -118.3307)"
0002096923-0001-3,ESTHER CEBALLOS & BARBARA CEBALLOS,,1262 W 25TH STREET,LOS ANGELES,90007-1739,90240,1262 25TH 90007-1739,11538 TINA STREET,NORWALK,90650-7922,,,8,1/1/1975,,"(34.0335, -118.288)"
0002077615-0001-9,SUN WOO LEE,BAY AUTO SERVICE,1222 E ANAHEIM STREET,WILMINGTON,90744-3731,90241,1222 ANAHEIM 90744-3731,,,,,,15,1/1/2006,,"(33.7807, -118.2474)"
0000211066-0001-2,WORLD WRESTLING FEDERATION ENTERTAINMENT INC,,3911 S FIGUEROA STREET,LOS ANGELES,90037-1207,90242,3911 FIGUEROA 90037-1207,1241 E MAIN STREET,STAMFORD,06902-3520,711210,Spectator sports (including professional sports clubs & racetrack operations),9,3/1/1983,,"(34.0134, -118.2827)"
0000942285-0001-6,CBBS INC,,15303 VENTURA BLVD SUITE #1040,SHERMAN OAKS,91403-5805,90245,15303 VENTURA 91403-5805,15303 VENTURA BLVD SUITE #1040,SHERMAN OAKS,91403-5805,711300,"Promoters of performing arts, sports, & similar events",4,11/26/1998,,"(34.1537, -118.4657)"
0002677492-0001-1,HEATHER  S C HO,HEATHER S.C. HO,16746 EDGAR STREET,PACIFIC PALISADES,90272-3225,90247,16746 EDGAR 90272-3225,,,,541600,"Management, scientific, & technical consulting services",11,2/1/2013,,"(34.0459, -118.546)"
0002352495-0005-1,METROZOOM  INC,METROZOOM WIRELESS,128 W PACIFIC COAST HIGHWAY SUITE #C,WILMINGTON,90744-2521,90248,128 PACIFIC COAST 90744-2521,1151 PACIFIC COAST HIGHWAY SUITE #4B,HARBOR CITY,90710-3553,443112,"Radio, television, & other electronics stores",15,12/2/2013,,"(33.7911, -118.264)"
0000147040-0001-5,MISQUEZ PLUMBING SERVICES INC,,70201 SUNNY LANE,RANCHO MIRAGE,92270-2241,90249,70201 SUNNY 92270-2241,POST OFFICE BOX #2100,RANCHO MIRAGE,92270-1055,,,0,2/7/2000,,"(33.7815, -116.438)"
0002761176-0001-2,CHANTEL BAUER DEGREGORIO-ZIMMERMAN,ART AND SOUL LAB,5074 CALATRANA DRIVE,WOODLAND HILLS,91364-1807,90250,5074 CALATRANA 91364-1807,POST OFFICE BOX #6885,WOODLAND HILLS,91365-6885,453920,Art dealers,3,1/2/2011,,"(34.1597, -118.6018)"
0002594086-0001-8,ISMAEL MEZA JR,I M J CONSTRUCTION,516 NEWTON STREET,SAN FERNANDO,91340-2421,90254,516 NEWTON 91340-2421,,,,233210,Single Family Housing Construction (1997 NAICS),0,1/9/2012,,"(34.2859, -118.4327)"
0000735070-0001-8,SALESIAN BOYS/GIRLS CLUB OF LOS ANGELES /C,,3218 WABASH AVENUE,LOS ANGELES,90063-2722,90255,3218 WABASH 90063-2722,,,,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",0,4/9/1986,,"(34.0479, -118.1921)"
0003008048-0001-1,YOUNG AE LEE,REX YOON USA,2914 W 8TH STREET   #603,LOS ANGELES,90005-1744,90260,2914 8TH 90005-1744,,,,452000,General merchandise stores,1,9/9/2017,,"(34.0576, -118.2894)"
0002591836-0001-3,MICHELLE L ROMERO,,25570 RYE CANYON ROAD UNIT #L,VALENCIA,91355-1190,90262,25570 RYE CANYON 91355-1190,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",0,12/1/2011,,"(34.4348, -118.5834)"
0002531899-0002-9,GUIXIN LI,SOOTHING BIO ELETRIC CHI THERAPY,11043   BALBOA BLVD,GRANADA HILLS,91344-5008,90263,11043 BALBOA 91344-5008,,,,812990,All other personal services,12,9/25/2017,,"(34.2713, -118.5023)"
